,Sales,date,region
17332,1518.0,2019-10-18,north
17333,1746.0,2019-10-18,south
17334,1590.0,2019-10-18,east
17335,1710.0,2019-10-18,west
17360,1647.0,2019-10-19,north
17361,1737.0,2019-10-19,south
17362,1761.0,2019-10-19,east
17363,1587.0,2019-10-19,west
17388,1701.0,2019-10-20,north
17389,1524.0,2019-10-20,south
17390,1677.0,2019-10-20,east
17391,1725.0,2019-10-20,west
17416,1653.0,2019-10-21,north
17417,1686.0,2019-10-21,south
17418,1698.0,2019-10-21,east
17419,1560.0,2019-10-21,west
17444,1515.0,2019-10-22,north
17445,1734.0,2019-10-22,south
17446,1551.0,2019-10-22,east
17447,1713.0,2019-10-22,west
17472,1758.0,2019-10-23,north
17473,1644.0,2019-10-23,south
17474,1758.0,2019-10-23,east
17475,1641.0,2019-10-23,west
17500,1617.0,2019-10-24,north
17501,1611.0,2019-10-24,south
17502,1788.0,2019-10-24,east
17503,1602.0,2019-10-24,west
17528,1638.0,2019-10-25,north
17529,1620.0,2019-10-25,south
17530,1665.0,2019-10-25,east
17531,1500.0,2019-10-25,west
17556,1671.0,2019-10-26,north
17557,1566.0,2019-10-26,south
17558,1740.0,2019-10-26,east
17559,1599.0,2019-10-26,west
17584,1710.0,2019-10-27,north
17585,1668.0,2019-10-27,south
17586,1740.0,2019-10-27,east
17587,1698.0,2019-10-27,west
17612,1503.0,2019-10-28,north
17613,1689.0,2019-10-28,south
17614,1626.0,2019-10-28,east
17615,1674.0,2019-10-28,west
17640,1542.0,2019-10-29,north
17641,1692.0,2019-10-29,south
17642,1719.0,2019-10-29,east
17643,1512.0,2019-10-29,west
17668,1731.0,2019-10-30,north
17669,1644.0,2019-10-30,south
17670,1746.0,2019-10-30,east
17671,1689.0,2019-10-30,west
17696,1800.0,2019-10-31,north
17697,1527.0,2019-10-31,south
17698,1533.0,2019-10-31,east
17699,1800.0,2019-10-31,west
17724,1644.0,2019-11-01,north
17725,1500.0,2019-11-01,south
17726,1800.0,2019-11-01,east
17727,1767.0,2019-11-01,west
17752,1791.0,2019-11-02,north
17753,1776.0,2019-11-02,south
17754,1596.0,2019-11-02,east
17755,1734.0,2019-11-02,west
17780,1542.0,2019-11-03,north
17781,1608.0,2019-11-03,south
17782,1617.0,2019-11-03,east
17783,1623.0,2019-11-03,west
17808,1674.0,2019-11-04,north
17809,1782.0,2019-11-04,south
17810,1680.0,2019-11-04,east
17811,1512.0,2019-11-04,west
17836,1500.0,2019-11-05,north
17837,1668.0,2019-11-05,south
17838,1758.0,2019-11-05,east
17839,1533.0,2019-11-05,west
17864,1785.0,2019-11-06,north
17865,1533.0,2019-11-06,south
17866,1659.0,2019-11-06,east
17867,1506.0,2019-11-06,west
17892,1656.0,2019-11-07,north
17893,1728.0,2019-11-07,south
17894,1728.0,2019-11-07,east
17895,1713.0,2019-11-07,west
17920,1797.0,2019-11-08,north
17921,1686.0,2019-11-08,south
17922,1584.0,2019-11-08,east
17923,1713.0,2019-11-08,west
17948,1665.0,2019-11-09,north
17949,1557.0,2019-11-09,south
17950,1656.0,2019-11-09,east
17951,1767.0,2019-11-09,west
17976,1515.0,2019-11-10,north
17977,1761.0,2019-11-10,south
17978,1767.0,2019-11-10,east
17979,1641.0,2019-11-10,west
18004,1584.0,2019-11-11,north
18005,1545.0,2019-11-11,south
18006,1695.0,2019-11-11,east
18007,1761.0,2019-11-11,west
18032,1701.0,2019-11-12,north
18033,1767.0,2019-11-12,south
18034,1632.0,2019-11-12,east
18035,1704.0,2019-11-12,west
18060,1599.0,2019-11-13,north
18061,1509.0,2019-11-13,south
18062,1728.0,2019-11-13,east
18063,1683.0,2019-11-13,west
18088,1740.0,2019-11-14,north
18089,1626.0,2019-11-14,south
18090,1572.0,2019-11-14,east
18091,1716.0,2019-11-14,west
18116,1641.0,2019-11-15,north
18117,1560.0,2019-11-15,south
18118,1614.0,2019-11-15,east
18119,1605.0,2019-11-15,west
18144,1503.0,2019-11-16,north
18145,1638.0,2019-11-16,south
18146,1662.0,2019-11-16,east
18147,1653.0,2019-11-16,west
18172,1734.0,2019-11-17,north
18173,1599.0,2019-11-17,south
18174,1515.0,2019-11-17,east
18175,1608.0,2019-11-17,west
18200,1566.0,2019-11-18,north
18201,1734.0,2019-11-18,south
18202,1719.0,2019-11-18,east
18203,1773.0,2019-11-18,west
18228,1791.0,2019-11-19,north
18229,1779.0,2019-11-19,south
18230,1641.0,2019-11-19,east
18231,1617.0,2019-11-19,west
18256,1533.0,2019-11-20,north
18257,1527.0,2019-11-20,south
18258,1512.0,2019-11-20,east
18259,1515.0,2019-11-20,west
18284,1734.0,2019-11-21,north
18285,1668.0,2019-11-21,south
18286,1665.0,2019-11-21,east
18287,1644.0,2019-11-21,west
18312,1767.0,2019-11-22,north
18313,1647.0,2019-11-22,south
18314,1665.0,2019-11-22,east
18315,1776.0,2019-11-22,west
18340,1665.0,2019-11-23,north
18341,1632.0,2019-11-23,south
18342,1521.0,2019-11-23,east
18343,1659.0,2019-11-23,west
18368,1623.0,2019-11-24,north
18369,1698.0,2019-11-24,south
18370,1596.0,2019-11-24,east
18371,1674.0,2019-11-24,west
18396,1749.0,2019-11-25,north
18397,1536.0,2019-11-25,south
18398,1734.0,2019-11-25,east
18399,1716.0,2019-11-25,west
18424,1599.0,2019-11-26,north
18425,1500.0,2019-11-26,south
18426,1518.0,2019-11-26,east
18427,1584.0,2019-11-26,west
18452,1551.0,2019-11-27,north
18453,1701.0,2019-11-27,south
18454,1689.0,2019-11-27,east
18455,1746.0,2019-11-27,west
18480,1725.0,2019-11-28,north
18481,1776.0,2019-11-28,south
18482,1707.0,2019-11-28,east
18483,1794.0,2019-11-28,west
18508,1641.0,2019-11-29,north
18509,1653.0,2019-11-29,south
18510,1716.0,2019-11-29,east
18511,1776.0,2019-11-29,west
18536,1797.0,2019-11-30,north
18537,1782.0,2019-11-30,south
18538,1653.0,2019-11-30,east
18539,1596.0,2019-11-30,west
18564,1704.0,2019-12-01,north
18565,1626.0,2019-12-01,south
18566,1617.0,2019-12-01,east
18567,1680.0,2019-12-01,west
18592,1608.0,2019-12-02,north
18593,1713.0,2019-12-02,south
18594,1632.0,2019-12-02,east
18595,1680.0,2019-12-02,west
18620,1791.0,2019-12-03,north
18621,1761.0,2019-12-03,south
18622,1749.0,2019-12-03,east
18623,1626.0,2019-12-03,west
18648,1773.0,2019-12-04,north
18649,1623.0,2019-12-04,south
18650,1662.0,2019-12-04,east
18651,1731.0,2019-12-04,west
18676,1755.0,2019-12-05,north
18677,1602.0,2019-12-05,south
18678,1740.0,2019-12-05,east
18679,1605.0,2019-12-05,west
18704,1680.0,2019-12-06,north
18705,1572.0,2019-12-06,south
18706,1542.0,2019-12-06,east
18707,1779.0,2019-12-06,west
18732,1671.0,2019-12-07,north
18733,1722.0,2019-12-07,south
18734,1728.0,2019-12-07,east
18735,1659.0,2019-12-07,west
18760,1770.0,2019-12-08,north
18761,1632.0,2019-12-08,south
18762,1536.0,2019-12-08,east
18763,1734.0,2019-12-08,west
18788,1584.0,2019-12-09,north
18789,1713.0,2019-12-09,south
18790,1728.0,2019-12-09,east
18791,1725.0,2019-12-09,west
18816,1506.0,2019-12-10,north
18817,1503.0,2019-12-10,south
18818,1521.0,2019-12-10,east
18819,1713.0,2019-12-10,west
18844,1635.0,2019-12-11,north
18845,1506.0,2019-12-11,south
18846,1542.0,2019-12-11,east
18847,1551.0,2019-12-11,west
18872,1623.0,2019-12-12,north
18873,1719.0,2019-12-12,south
18874,1563.0,2019-12-12,east
18875,1791.0,2019-12-12,west
18900,1800.0,2019-12-13,north
18901,1800.0,2019-12-13,south
18902,1740.0,2019-12-13,east
18903,1755.0,2019-12-13,west
18928,1716.0,2019-12-14,north
18929,1632.0,2019-12-14,south
18930,1599.0,2019-12-14,east
18931,1632.0,2019-12-14,west
18956,1725.0,2019-12-15,north
18957,1743.0,2019-12-15,south
18958,1587.0,2019-12-15,east
18959,1608.0,2019-12-15,west
18984,1662.0,2019-12-16,north
18985,1791.0,2019-12-16,south
18986,1773.0,2019-12-16,east
18987,1650.0,2019-12-16,west
19012,1518.0,2019-12-17,north
19013,1749.0,2019-12-17,south
19014,1689.0,2019-12-17,east
19015,1533.0,2019-12-17,west
19040,1533.0,2019-12-18,north
19041,1641.0,2019-12-18,south
19042,1590.0,2019-12-18,east
19043,1740.0,2019-12-18,west
19068,1665.0,2019-12-19,north
19069,1773.0,2019-12-19,south
19070,1503.0,2019-12-19,east
19071,1542.0,2019-12-19,west
19096,1788.0,2019-12-20,north
19097,1773.0,2019-12-20,south
19098,1788.0,2019-12-20,east
19099,1785.0,2019-12-20,west
19124,1605.0,2019-12-21,north
19125,1701.0,2019-12-21,south
19126,1626.0,2019-12-21,east
19127,1623.0,2019-12-21,west
19152,1671.0,2019-12-22,north
19153,1629.0,2019-12-22,south
19154,1725.0,2019-12-22,east
19155,1557.0,2019-12-22,west
19180,1671.0,2019-12-23,north
19181,1662.0,2019-12-23,south
19182,1674.0,2019-12-23,east
19183,1671.0,2019-12-23,west
19208,1620.0,2019-12-24,north
19209,1716.0,2019-12-24,south
19210,1674.0,2019-12-24,east
19211,1686.0,2019-12-24,west
19236,1752.0,2019-12-25,north
19237,1725.0,2019-12-25,south
19238,1545.0,2019-12-25,east
19239,1506.0,2019-12-25,west
19264,1539.0,2019-12-26,north
19265,1716.0,2019-12-26,south
19266,1500.0,2019-12-26,east
19267,1794.0,2019-12-26,west
19292,1716.0,2019-12-27,north
19293,1665.0,2019-12-27,south
19294,1557.0,2019-12-27,east
19295,1620.0,2019-12-27,west
19320,1779.0,2019-12-28,north
19321,1779.0,2019-12-28,south
19322,1752.0,2019-12-28,east
19323,1773.0,2019-12-28,west
19348,1800.0,2019-12-29,north
19349,1773.0,2019-12-29,south
19350,1767.0,2019-12-29,east
19351,1683.0,2019-12-29,west
19376,1542.0,2019-12-30,north
19377,1728.0,2019-12-30,south
19378,1569.0,2019-12-30,east
19379,1659.0,2019-12-30,west
19404,1581.0,2019-12-31,north
19405,1713.0,2019-12-31,south
19406,1533.0,2019-12-31,east
19407,1692.0,2019-12-31,west
19432,1506.0,2020-01-01,north
19433,1659.0,2020-01-01,south
19434,1719.0,2020-01-01,east
19435,1704.0,2020-01-01,west
19460,1767.0,2020-01-02,north
19461,1542.0,2020-01-02,south
19462,1542.0,2020-01-02,east
19463,1629.0,2020-01-02,west
19488,1659.0,2020-01-03,north
19489,1539.0,2020-01-03,south
19490,1734.0,2020-01-03,east
19491,1761.0,2020-01-03,west
19516,1560.0,2020-01-04,north
19517,1767.0,2020-01-04,south
19518,1791.0,2020-01-04,east
19519,1632.0,2020-01-04,west
19544,1716.0,2020-01-05,north
19545,1536.0,2020-01-05,south
19546,1662.0,2020-01-05,east
19547,1680.0,2020-01-05,west
19572,1689.0,2020-01-06,north
19573,1779.0,2020-01-06,south
19574,1512.0,2020-01-06,east
19575,1578.0,2020-01-06,west
19600,1560.0,2020-01-07,north
19601,1581.0,2020-01-07,south
19602,1677.0,2020-01-07,east
19603,1599.0,2020-01-07,west
19628,1713.0,2020-01-08,north
19629,1800.0,2020-01-08,south
19630,1767.0,2020-01-08,east
19631,1752.0,2020-01-08,west
19656,1509.0,2020-01-09,north
19657,1539.0,2020-01-09,south
19658,1671.0,2020-01-09,east
19659,1668.0,2020-01-09,west
19684,1692.0,2020-01-10,north
19685,1584.0,2020-01-10,south
19686,1710.0,2020-01-10,east
19687,1686.0,2020-01-10,west
19712,1617.0,2020-01-11,north
19713,1665.0,2020-01-11,south
19714,1722.0,2020-01-11,east
19715,1551.0,2020-01-11,west
19740,1620.0,2020-01-12,north
19741,1791.0,2020-01-12,south
19742,1662.0,2020-01-12,east
19743,1656.0,2020-01-12,west
19768,1644.0,2020-01-13,north
19769,1659.0,2020-01-13,south
19770,1740.0,2020-01-13,east
19771,1668.0,2020-01-13,west
19796,1566.0,2020-01-14,north
19797,1575.0,2020-01-14,south
19798,1566.0,2020-01-14,east
19799,1578.0,2020-01-14,west
19824,1737.0,2020-01-15,north
19825,1596.0,2020-01-15,south
19826,1776.0,2020-01-15,east
19827,1638.0,2020-01-15,west
19852,1749.0,2020-01-16,north
19853,1752.0,2020-01-16,south
19854,1635.0,2020-01-16,east
19855,1581.0,2020-01-16,west
19880,1521.0,2020-01-17,north
19881,1536.0,2020-01-17,south
19882,1665.0,2020-01-17,east
19883,1782.0,2020-01-17,west
19908,1650.0,2020-01-18,north
19909,1749.0,2020-01-18,south
19910,1797.0,2020-01-18,east
19911,1650.0,2020-01-18,west
19936,1608.0,2020-01-19,north
19937,1608.0,2020-01-19,south
19938,1575.0,2020-01-19,east
19939,1590.0,2020-01-19,west
19964,1665.0,2020-01-20,north
19965,1596.0,2020-01-20,south
19966,1581.0,2020-01-20,east
19967,1695.0,2020-01-20,west
19992,1647.0,2020-01-21,north
19993,1776.0,2020-01-21,south
19994,1719.0,2020-01-21,east
19995,1578.0,2020-01-21,west
20020,1503.0,2020-01-22,north
20021,1569.0,2020-01-22,south
20022,1731.0,2020-01-22,east
20023,1551.0,2020-01-22,west
20048,1626.0,2020-01-23,north
20049,1518.0,2020-01-23,south
20050,1575.0,2020-01-23,east
20051,1611.0,2020-01-23,west
20076,1629.0,2020-01-24,north
20077,1704.0,2020-01-24,south
20078,1656.0,2020-01-24,east
20079,1554.0,2020-01-24,west
20104,1575.0,2020-01-25,north
20105,1638.0,2020-01-25,south
20106,1635.0,2020-01-25,east
20107,1548.0,2020-01-25,west
20132,1710.0,2020-01-26,north
20133,1584.0,2020-01-26,south
20134,1716.0,2020-01-26,east
20135,1602.0,2020-01-26,west
20160,1569.0,2020-01-27,north
20161,1506.0,2020-01-27,south
20162,1671.0,2020-01-27,east
20163,1584.0,2020-01-27,west
20188,1689.0,2020-01-28,north
20189,1773.0,2020-01-28,south
20190,1647.0,2020-01-28,east
20191,1503.0,2020-01-28,west
20216,1593.0,2020-01-29,north
20217,1506.0,2020-01-29,south
20218,1740.0,2020-01-29,east
20219,1572.0,2020-01-29,west
20244,1620.0,2020-01-30,north
20245,1542.0,2020-01-30,south
20246,1593.0,2020-01-30,east
20247,1500.0,2020-01-30,west
20272,1635.0,2020-01-31,north
20273,1656.0,2020-01-31,south
20274,1779.0,2020-01-31,east
20275,1605.0,2020-01-31,west
20300,1602.0,2020-02-01,north
20301,1794.0,2020-02-01,south
20302,1677.0,2020-02-01,east
20303,1521.0,2020-02-01,west
20328,1707.0,2020-02-02,north
20329,1665.0,2020-02-02,south
20330,1713.0,2020-02-02,east
20331,1659.0,2020-02-02,west
20356,1548.0,2020-02-03,north
20357,1647.0,2020-02-03,south
20358,1764.0,2020-02-03,east
20359,1662.0,2020-02-03,west
20384,1563.0,2020-02-04,north
20385,1755.0,2020-02-04,south
20386,1659.0,2020-02-04,east
20387,1575.0,2020-02-04,west
20412,1716.0,2020-02-05,north
20413,1506.0,2020-02-05,south
20414,1734.0,2020-02-05,east
20415,1704.0,2020-02-05,west
20440,1512.0,2020-02-06,north
20441,1572.0,2020-02-06,south
20442,1782.0,2020-02-06,east
20443,1554.0,2020-02-06,west
20468,1782.0,2020-02-07,north
20469,1701.0,2020-02-07,south
20470,1698.0,2020-02-07,east
20471,1671.0,2020-02-07,west
20496,1584.0,2020-02-08,north
20497,1602.0,2020-02-08,south
20498,1755.0,2020-02-08,east
20499,1614.0,2020-02-08,west
20524,1743.0,2020-02-09,north
20525,1788.0,2020-02-09,south
20526,1644.0,2020-02-09,east
20527,1728.0,2020-02-09,west
20552,1599.0,2020-02-10,north
20553,1689.0,2020-02-10,south
20554,1776.0,2020-02-10,east
20555,1569.0,2020-02-10,west
20580,1791.0,2020-02-11,north
20581,1638.0,2020-02-11,south
20582,1716.0,2020-02-11,east
20583,1788.0,2020-02-11,west
20608,1758.0,2020-02-12,north
20609,1752.0,2020-02-12,south
20610,1599.0,2020-02-12,east
20611,1533.0,2020-02-12,west
20636,1548.0,2020-02-13,north
20637,1800.0,2020-02-13,south
20638,1659.0,2020-02-13,east
20639,1617.0,2020-02-13,west
20664,1746.0,2020-02-14,north
20665,1644.0,2020-02-14,south
20666,1698.0,2020-02-14,east
20667,1533.0,2020-02-14,west
20692,1704.0,2020-02-15,north
20693,1524.0,2020-02-15,south
20694,1545.0,2020-02-15,east
20695,1731.0,2020-02-15,west
20720,1665.0,2020-02-16,north
20721,1791.0,2020-02-16,south
20722,1605.0,2020-02-16,east
20723,1743.0,2020-02-16,west
20748,1677.0,2020-02-17,north
20749,1590.0,2020-02-17,south
20750,1722.0,2020-02-17,east
20751,1743.0,2020-02-17,west
20776,1668.0,2020-02-18,north
20777,1620.0,2020-02-18,south
20778,1704.0,2020-02-18,east
20779,1683.0,2020-02-18,west
20804,1551.0,2020-02-19,north
20805,1650.0,2020-02-19,south
20806,1689.0,2020-02-19,east
20807,1638.0,2020-02-19,west
20832,1518.0,2020-02-20,north
20833,1593.0,2020-02-20,south
20834,1632.0,2020-02-20,east
20835,1602.0,2020-02-20,west
20860,1761.0,2020-02-21,north
20861,1755.0,2020-02-21,south
20862,1581.0,2020-02-21,east
20863,1794.0,2020-02-21,west
20888,1545.0,2020-02-22,north
20889,1689.0,2020-02-22,south
20890,1632.0,2020-02-22,east
20891,1668.0,2020-02-22,west
20916,1638.0,2020-02-23,north
20917,1602.0,2020-02-23,south
20918,1686.0,2020-02-23,east
20919,1776.0,2020-02-23,west
20944,1593.0,2020-02-24,north
20945,1734.0,2020-02-24,south
20946,1608.0,2020-02-24,east
20947,1617.0,2020-02-24,west
20972,1656.0,2020-02-25,north
20973,1722.0,2020-02-25,south
20974,1566.0,2020-02-25,east
20975,1548.0,2020-02-25,west
21000,1545.0,2020-02-26,north
21001,1521.0,2020-02-26,south
21002,1728.0,2020-02-26,east
21003,1668.0,2020-02-26,west
21028,1698.0,2020-02-27,north
21029,1599.0,2020-02-27,south
21030,1581.0,2020-02-27,east
21031,1527.0,2020-02-27,west
21056,1509.0,2020-02-28,north
21057,1686.0,2020-02-28,south
21058,1590.0,2020-02-28,east
21059,1689.0,2020-02-28,west
21084,1671.0,2020-02-29,north
21085,1728.0,2020-02-29,south
21086,1524.0,2020-02-29,east
21087,1656.0,2020-02-29,west
21112,1593.0,2020-03-01,north
21113,1626.0,2020-03-01,south
21114,1626.0,2020-03-01,east
21115,1692.0,2020-03-01,west
21140,1509.0,2020-03-02,north
21141,1788.0,2020-03-02,south
21142,1572.0,2020-03-02,east
21143,1569.0,2020-03-02,west
21168,1632.0,2020-03-03,north
21169,1548.0,2020-03-03,south
21170,1623.0,2020-03-03,east
21171,1506.0,2020-03-03,west
21196,1773.0,2020-03-04,north
21197,1677.0,2020-03-04,south
21198,1638.0,2020-03-04,east
21199,1569.0,2020-03-04,west
21224,1794.0,2020-03-05,north
21225,1764.0,2020-03-05,south
21226,1530.0,2020-03-05,east
21227,1770.0,2020-03-05,west
21252,1623.0,2020-03-06,north
21253,1734.0,2020-03-06,south
21254,1698.0,2020-03-06,east
21255,1503.0,2020-03-06,west
21280,1641.0,2020-03-07,north
21281,1581.0,2020-03-07,south
21282,1797.0,2020-03-07,east
21283,1674.0,2020-03-07,west
21308,1701.0,2020-03-08,north
21309,1590.0,2020-03-08,south
21310,1599.0,2020-03-08,east
21311,1791.0,2020-03-08,west
21336,1719.0,2020-03-09,north
21337,1776.0,2020-03-09,south
21338,1542.0,2020-03-09,east
21339,1740.0,2020-03-09,west
21364,1644.0,2020-03-10,north
21365,1653.0,2020-03-10,south
21366,1797.0,2020-03-10,east
21367,1740.0,2020-03-10,west
21392,1605.0,2020-03-11,north
21393,1584.0,2020-03-11,south
21394,1662.0,2020-03-11,east
21395,1572.0,2020-03-11,west
21420,1635.0,2020-03-12,north
21421,1548.0,2020-03-12,south
21422,1680.0,2020-03-12,east
21423,1767.0,2020-03-12,west
21448,1554.0,2020-03-13,north
21449,1686.0,2020-03-13,south
21450,1749.0,2020-03-13,east
21451,1554.0,2020-03-13,west
21476,1662.0,2020-03-14,north
21477,1557.0,2020-03-14,south
21478,1755.0,2020-03-14,east
21479,1758.0,2020-03-14,west
21504,1500.0,2020-03-15,north
21505,1665.0,2020-03-15,south
21506,1761.0,2020-03-15,east
21507,1626.0,2020-03-15,west
21532,1650.0,2020-03-16,north
21533,1722.0,2020-03-16,south
21534,1641.0,2020-03-16,east
21535,1611.0,2020-03-16,west
21560,1701.0,2020-03-17,north
21561,1701.0,2020-03-17,south
21562,1794.0,2020-03-17,east
21563,1509.0,2020-03-17,west
21588,1566.0,2020-03-18,north
21589,1716.0,2020-03-18,south
21590,1701.0,2020-03-18,east
21591,1605.0,2020-03-18,west
21616,1581.0,2020-03-19,north
21617,1797.0,2020-03-19,south
21618,1725.0,2020-03-19,east
21619,1554.0,2020-03-19,west
21644,1665.0,2020-03-20,north
21645,1641.0,2020-03-20,south
21646,1677.0,2020-03-20,east
21647,1707.0,2020-03-20,west
21672,1575.0,2020-03-21,north
21673,1674.0,2020-03-21,south
21674,1707.0,2020-03-21,east
21675,1710.0,2020-03-21,west
21700,1644.0,2020-03-22,north
21701,1668.0,2020-03-22,south
21702,1674.0,2020-03-22,east
21703,1737.0,2020-03-22,west
21728,1767.0,2020-03-23,north
21729,1620.0,2020-03-23,south
21730,1593.0,2020-03-23,east
21731,1542.0,2020-03-23,west
21756,1548.0,2020-03-24,north
21757,1662.0,2020-03-24,south
21758,1740.0,2020-03-24,east
21759,1572.0,2020-03-24,west
21784,1779.0,2020-03-25,north
21785,1770.0,2020-03-25,south
21786,1623.0,2020-03-25,east
21787,1575.0,2020-03-25,west
21812,1785.0,2020-03-26,north
21813,1671.0,2020-03-26,south
21814,1749.0,2020-03-26,east
21815,1791.0,2020-03-26,west
21840,1713.0,2020-03-27,north
21841,1623.0,2020-03-27,south
21842,1605.0,2020-03-27,east
21843,1566.0,2020-03-27,west
21868,1569.0,2020-03-28,north
21869,1605.0,2020-03-28,south
21870,1728.0,2020-03-28,east
21871,1665.0,2020-03-28,west
21896,1782.0,2020-03-29,north
21897,1800.0,2020-03-29,south
21898,1518.0,2020-03-29,east
21899,1800.0,2020-03-29,west
21924,1515.0,2020-03-30,north
21925,1764.0,2020-03-30,south
21926,1632.0,2020-03-30,east
21927,1608.0,2020-03-30,west
21952,1794.0,2020-03-31,north
21953,1635.0,2020-03-31,south
21954,1572.0,2020-03-31,east
21955,1629.0,2020-03-31,west
21980,1557.0,2020-04-01,north
21981,1536.0,2020-04-01,south
21982,1587.0,2020-04-01,east
21983,1728.0,2020-04-01,west
22008,1779.0,2020-04-02,north
22009,1773.0,2020-04-02,south
22010,1794.0,2020-04-02,east
22011,1503.0,2020-04-02,west
22036,1767.0,2020-04-03,north
22037,1743.0,2020-04-03,south
22038,1560.0,2020-04-03,east
22039,1746.0,2020-04-03,west
22064,1731.0,2020-04-04,north
22065,1692.0,2020-04-04,south
22066,1722.0,2020-04-04,east
22067,1563.0,2020-04-04,west
22092,1797.0,2020-04-05,north
22093,1755.0,2020-04-05,south
22094,1611.0,2020-04-05,east
22095,1635.0,2020-04-05,west
22120,1752.0,2020-04-06,north
22121,1749.0,2020-04-06,south
22122,1782.0,2020-04-06,east
22123,1521.0,2020-04-06,west
22148,1752.0,2020-04-07,north
22149,1686.0,2020-04-07,south
22150,1500.0,2020-04-07,east
22151,1785.0,2020-04-07,west
22176,1611.0,2020-04-08,north
22177,1794.0,2020-04-08,south
22178,1734.0,2020-04-08,east
22179,1659.0,2020-04-08,west
22204,1650.0,2020-04-09,north
22205,1587.0,2020-04-09,south
22206,1629.0,2020-04-09,east
22207,1506.0,2020-04-09,west
22232,1794.0,2020-04-10,north
22233,1551.0,2020-04-10,south
22234,1503.0,2020-04-10,east
22235,1776.0,2020-04-10,west
22260,1659.0,2020-04-11,north
22261,1590.0,2020-04-11,south
22262,1515.0,2020-04-11,east
22263,1506.0,2020-04-11,west
22288,1722.0,2020-04-12,north
22289,1512.0,2020-04-12,south
22290,1773.0,2020-04-12,east
22291,1635.0,2020-04-12,west
22316,1548.0,2020-04-13,north
22317,1692.0,2020-04-13,south
22318,1698.0,2020-04-13,east
22319,1755.0,2020-04-13,west
22344,1521.0,2020-04-14,north
22345,1593.0,2020-04-14,south
22346,1644.0,2020-04-14,east
22347,1587.0,2020-04-14,west
22372,1800.0,2020-04-15,north
22373,1788.0,2020-04-15,south
22374,1764.0,2020-04-15,east
22375,1650.0,2020-04-15,west
22400,1704.0,2020-04-16,north
22401,1659.0,2020-04-16,south
22402,1644.0,2020-04-16,east
22403,1500.0,2020-04-16,west
22428,1734.0,2020-04-17,north
22429,1617.0,2020-04-17,south
22430,1584.0,2020-04-17,east
22431,1569.0,2020-04-17,west
22456,1623.0,2020-04-18,north
22457,1500.0,2020-04-18,south
22458,1578.0,2020-04-18,east
22459,1590.0,2020-04-18,west
22484,1761.0,2020-04-19,north
22485,1728.0,2020-04-19,south
22486,1716.0,2020-04-19,east
22487,1704.0,2020-04-19,west
22512,1665.0,2020-04-20,north
22513,1515.0,2020-04-20,south
22514,1725.0,2020-04-20,east
22515,1695.0,2020-04-20,west
22540,1755.0,2020-04-21,north
22541,1521.0,2020-04-21,south
22542,1629.0,2020-04-21,east
22543,1686.0,2020-04-21,west
22568,1614.0,2020-04-22,north
22569,1614.0,2020-04-22,south
22570,1569.0,2020-04-22,east
22571,1527.0,2020-04-22,west
22596,1764.0,2020-04-23,north
22597,1524.0,2020-04-23,south
22598,1611.0,2020-04-23,east
22599,1785.0,2020-04-23,west
22624,1716.0,2020-04-24,north
22625,1692.0,2020-04-24,south
22626,1506.0,2020-04-24,east
22627,1533.0,2020-04-24,west
22652,1638.0,2020-04-25,north
22653,1638.0,2020-04-25,south
22654,1755.0,2020-04-25,east
22655,1545.0,2020-04-25,west
22680,1512.0,2020-04-26,north
22681,1593.0,2020-04-26,south
22682,1674.0,2020-04-26,east
22683,1719.0,2020-04-26,west
22708,1530.0,2020-04-27,north
22709,1593.0,2020-04-27,south
22710,1641.0,2020-04-27,east
22711,1575.0,2020-04-27,west
22736,1788.0,2020-04-28,north
22737,1749.0,2020-04-28,south
22738,1581.0,2020-04-28,east
22739,1524.0,2020-04-28,west
22764,1680.0,2020-04-29,north
22765,1674.0,2020-04-29,south
22766,1773.0,2020-04-29,east
22767,1674.0,2020-04-29,west
22792,1779.0,2020-04-30,north
22793,1569.0,2020-04-30,south
22794,1590.0,2020-04-30,east
22795,1689.0,2020-04-30,west
22820,1755.0,2020-05-01,north
22821,1752.0,2020-05-01,south
22822,1641.0,2020-05-01,east
22823,1605.0,2020-05-01,west
22848,1587.0,2020-05-02,north
22849,1521.0,2020-05-02,south
22850,1605.0,2020-05-02,east
22851,1557.0,2020-05-02,west
22876,1680.0,2020-05-03,north
22877,1566.0,2020-05-03,south
22878,1719.0,2020-05-03,east
22879,1563.0,2020-05-03,west
22904,1569.0,2020-05-04,north
22905,1608.0,2020-05-04,south
22906,1578.0,2020-05-04,east
22907,1641.0,2020-05-04,west
22932,1587.0,2020-05-05,north
22933,1674.0,2020-05-05,south
22934,1500.0,2020-05-05,east
22935,1686.0,2020-05-05,west
22960,1521.0,2020-05-06,north
22961,1683.0,2020-05-06,south
22962,1767.0,2020-05-06,east
22963,1776.0,2020-05-06,west
22988,1557.0,2020-05-07,north
22989,1623.0,2020-05-07,south
22990,1557.0,2020-05-07,east
22991,1746.0,2020-05-07,west
23016,1680.0,2020-05-08,north
23017,1587.0,2020-05-08,south
23018,1695.0,2020-05-08,east
23019,1629.0,2020-05-08,west
23044,1674.0,2020-05-09,north
23045,1620.0,2020-05-09,south
23046,1560.0,2020-05-09,east
23047,1590.0,2020-05-09,west
23072,1623.0,2020-05-10,north
23073,1689.0,2020-05-10,south
23074,1656.0,2020-05-10,east
